#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
642,Road Redemption,"Oct 4, 2017",$19.99,N/A (N/A),"1,000,000 .. 2,000,000",0%,00:00 (00:00),"Redemption Road, Pixel Dash Studios",Tripwire Presents,Racing
19,F1 2018,"Aug 23, 2018",,N/A (N/A/83%),"500,000 .. 1,000,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Racing
22,RACE 07,"Oct 15, 2007",$3.99,N/A (N/A/83%),"500,000 .. 1,000,000",0%,00:00 (00:00),SimBin,SimBin,Racing
28,Motorsport Manager,"Nov 9, 2016",$19.99,N/A (N/A/81%),"500,000 .. 1,000,000",0%,00:00 (00:00),Playsport Games,SEGA,Racing
29,Redout: Enhanced Edition,"Sep 2, 2016",$19.99,N/A (N/A/81%),"500,000 .. 1,000,000",0%,00:00 (00:00),34BigThings srl,34BigThings srl,Racing
34,LEGO City Undercover,"Apr 4, 2017",$19.99,N/A (N/A/80%),"500,000 .. 1,000,000",0%,00:00 (00:00),Traveller's Tales,TT Games,Racing
42,Race The Sun,"Dec 9, 2013",$9.99,N/A (N/A/79%),"500,000 .. 1,000,000",0%,00:00 (00:00),Flippfly LLC,Flippfly LLC,Racing
46,DiRT 4,"Jun 9, 2017",,N/A (N/A/78%),"500,000 .. 1,000,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",Racing
48,GRID Autosport,"Jun 26, 2014",,N/A (N/A/78%),"500,000 .. 1,000,000",0%,00:00 (00:00),"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)",Racing
49,Need for Speed Most Wanted,"Oct 30, 2012",$19.99,N/A (N/A/78%),"500,000 .. 1,000,000",0%,00:00 (00:00),Criterion Games,Electronic Arts,Racing
51,TrackMania² Stadium,"Feb 27, 2013",$9.99,N/A (N/A/77%),"500,000 .. 1,000,000",0%,00:00 (00:00),Nadeo,Ubisoft,Racing
59,Renegade Ops,"Oct 26, 2011",$15,N/A (N/A/76%),"500,000 .. 1,000,000",0%,00:00 (00:00),Avalanche Studios,SEGA,Racing
79,The Crew,"Dec 2, 2014",,N/A (N/A/71%),"500,000 .. 1,000,000",0%,00:00 (00:00),Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,Racing
87,SimplePlanes,"Dec 17, 2015",$12.99,N/A (N/A/69%),"500,000 .. 1,000,000",0%,00:00 (00:00),"Jundroo, LLC","Jundroo, LLC",Racing
93,Car Mechanic Simulator 2015,"Apr 23, 2015",$19.99,N/A (N/A/68%),"500,000 .. 1,000,000",0%,00:00 (00:00),Red Dot Games,PlayWay S.A.,Racing
109,F1 2014,"Oct 16, 2014",,N/A (N/A/61%),"500,000 .. 1,000,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Racing
160,Wrecked,"Apr 1, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Marco Amadei,Corvostudio di Amadei Marco,Racing
202,Of Guards And Thieves,"Dec 7, 2016",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Subvert Games, Polygon Moon","Subvert Games, Polygon Moon",Racing
236,Copa Petrobras de Marcas,"Nov 29, 2014",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Reiza Studios,Reiza Studios,Racing
247,Project Torque - Free 2 Play MMO Racing Game,"Apr 30, 2008",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Invictus Games Ltd., JOGARA LTD",JOGARA LTD,Racing
282,Trials Rising,"Feb 26, 2019",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),RedLynx,Ubisoft,Racing
309,Notes of Soul,"Jan 17, 2019",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,Racing
386,Liftoff: FPV Drone Racing,"Sep 13, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),LuGus Studios,LuGus Studios,Racing
404,Burnout Paradise Remastered,"Aug 21, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Stellar Entertainment, Criterion Games",Electronic Arts,Racing
417,Dude Simulator 2,"Jun 28, 2018",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Kiddy,Kiddy,Racing
525,Barro,"Mar 28, 2018",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),SC Jogos,SC Jogos,Racing
619,Superflight,"Nov 8, 2017",$2.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),GrizzlyGames,GrizzlyGames,Racing
807,City Car Driving,"Nov 3, 2016",$24.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Forward Development, Ltd.","Forward Global Group, Ltd.",Racing
863,JDM Tuner Racing,"Jun 3, 2016",$0.49,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),JDM4iK,Conglomerate 5,Racing
880,Tower Unite,"Apr 8, 2016",$24.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),PixelTail Games,PixelTail Games,Racing
910,Drift Streets Japan,"Dec 21, 2015",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),JDM4iK Games,SA Industry,Racing
916,rFactor 2,"Mar 28, 2013",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Studio 397,Studio 397,Racing
919,Ampersand,"Oct 19, 2015",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),PiGravity,Back To Basics Gaming,Racing
920,Garfield Kart,"Nov 7, 2013",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Artefacts Studio,Microids,Racing
936,Absolute Drift,"Jul 29, 2015",$11.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Funselektor Labs Inc., FlippFly",Funselektor Labs Inc.,Racing
974,Automation - The Car Company Tycoon Game,"Mar 12, 2015",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Camshaft Software Ltd,Camshaft Software Ltd,Racing
1016,Turbo Dismount,"May 21, 2014",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Secret Exit Ltd.,Secret Exit Ltd.,Racing
1023,Street Racing Syndicate,"Jan 8, 2005",$0.74,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Eutechnyx,Funbox Media Ltd,Racing
1033,Car Mechanic Simulator 2014,"Jan 24, 2014",$6.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"PlayWay S.A., Red Dot Games",PlayWay S.A.,Racing
1046,Sonic & All-Stars Racing Transformed Collection,"Jan 31, 2013",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Sumo Digital,SEGA,Racing
1049,Sonic Adventure 2,"Nov 19, 2012",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),SEGA,SEGA,Racing
1059,Sonic Adventure DX,"Mar 4, 2011",$7.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),SEGA,SEGA,Racing
2,F1 2017,"Aug 24, 2017",,N/A (N/A/89%),"200,000 .. 500,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",Racing
5,Thumper,"Oct 10, 2016",$19.99,N/A (N/A/86%),"200,000 .. 500,000",0%,00:00 (00:00),Drool,Drool,Racing
6,F1 2016,"Sep 7, 2016",,N/A (N/A/86%),"200,000 .. 500,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac), Electronic Arts",Racing
9,Need For Speed: Hot Pursuit,"Nov 16, 2010",,N/A (N/A/86%),"200,000 .. 500,000",0%,00:00 (00:00),Criterion Games,Electronic Arts,Racing
11,Trials Evolution: Gold Edition,"Mar 21, 2013",$19.99,N/A (N/A/85%),"200,000 .. 500,000",0%,00:00 (00:00),"Redlynx Ltd, Ubisoft Shanghaï",Ubisoft,Racing
21,Need for Speed: Shift,"Sep 15, 2009",,N/A (N/A/83%),"200,000 .. 500,000",0%,00:00 (00:00),Slightly Mad Studios,Electronic Arts,Racing
30,TrackMania² Canyon,"Sep 14, 2011",$19.99,N/A (N/A/81%),"200,000 .. 500,000",0%,00:00 (00:00),Nadeo,Ubisoft,Racing
31,Midnight Club 2,"Jul 1, 2003",,N/A (N/A/81%),"200,000 .. 500,000",0%,00:00 (00:00),Rockstar San Diego,Rockstar Games,Racing
33,GRIP: Combat Racing,"Nov 6, 2018",$29.99,N/A (N/A/80%),"200,000 .. 500,000",0%,00:00 (00:00),Caged Element Inc.,Wired Productions,Racing
35,Trials Fusion,"Apr 24, 2014",$19.99,N/A (N/A/80%),"200,000 .. 500,000",0%,00:00 (00:00),"RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,Racing
37,F1 2012,"Sep 17, 2012",,N/A (N/A/80%),"200,000 .. 500,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Racing
39,Trackmania United Forever,"Apr 16, 2008",$29.99,N/A (N/A/80%),"200,000 .. 500,000",0%,00:00 (00:00),Nadeo,Ubisoft,Racing
40,iRacing,"Jan 12, 2015",,N/A (N/A/79%),"200,000 .. 500,000",0%,00:00 (00:00),"iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing",Racing
41,Split/Second,"May 18, 2010",$19.99,N/A (N/A/79%),"200,000 .. 500,000",0%,00:00 (00:00),Black Rock Studio,Disney,Racing
45,FlatOut: Ultimate Carnage Collector's Edition,"Aug 19, 2008",$7.99,N/A (N/A/79%),"200,000 .. 500,000",0%,00:00 (00:00),"Bugbear Entertainment, ZOOM Platform Media, Jordan Freeman Group",Strategy First,Racing
52,Horizon Chase Turbo,"May 15, 2018",$19.99,N/A (N/A/76%),"200,000 .. 500,000",0%,00:00 (00:00),AQUIRIS,AQUIRIS,Racing
55,Audiosurf 2,"May 26, 2015",$14.99,N/A (N/A/76%),"200,000 .. 500,000",0%,00:00 (00:00),Dylan Fitterer,Dylan Fitterer,Racing
60,FlatOut 2,"Aug 1, 2006",$7.99,N/A (N/A/76%),"200,000 .. 500,000",0%,00:00 (00:00),Bugbear Entertainment,Strategy First,Racing
63,Distance,"Sep 18, 2018",$24.99,N/A (N/A/74%),"200,000 .. 500,000",0%,00:00 (00:00),Refract,Refract,Racing
65,Rock of Ages,"Sep 7, 2011",$9.99,N/A (N/A/74%),"200,000 .. 500,000",0%,00:00 (00:00),ACE Team,SEGA,Racing
69,Gas Guzzlers Extreme,"Oct 8, 2013",$24.99,N/A (N/A/73%),"200,000 .. 500,000",0%,00:00 (00:00),Gamepires,Jagex Ltd,Racing
75,Ridge Racer Unbounded,"Mar 29, 2012",$9.99,N/A (N/A/72%),"200,000 .. 500,000",0%,00:00 (00:00),BUGBEAR,BANDAI NAMCO Entertainment,Racing
77,FlatOut,"Jul 12, 2005",$7.49,N/A (N/A/72%),"200,000 .. 500,000",0%,00:00 (00:00),Bugbear Entertainment,Strategy First,Racing
81,RIDE 3,"Nov 30, 2018",$29.99,N/A (N/A/70%),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
90,TT Isle of Man: Ride on the Edge,"Mar 27, 2018",$19.99,N/A (N/A/68%),"200,000 .. 500,000",0%,00:00 (00:00),KT Racing,Nacon,Racing
95,Ride 2,"Oct 7, 2016",$24.99,N/A (N/A/67%),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
96,BlazeRush,"Oct 28, 2014",$9.99,N/A (N/A/66%),"200,000 .. 500,000",0%,00:00 (00:00),Targem Games,Targem Games,Racing
99,Dragon Saga,"Oct 28, 2010",Free,N/A (N/A/65%),"200,000 .. 500,000",0%,00:00 (00:00),Gravity Interactive,Gravity Interactive,Racing
100,Sonic & SEGA All-Stars Racing,"Mar 3, 2010",$9.99,N/A (N/A/65%),"200,000 .. 500,000",0%,00:00 (00:00),Sumo Digital,SEGA,Racing
124,FlatOut 4: Total Insanity,"Apr 4, 2017",$29.99,N/A (N/A/52%),"200,000 .. 500,000",0%,00:00 (00:00),Kylotonn,Strategy First,Racing
127,Post Apocalyptic Mayhem,"Mar 17, 2011",$9.99,N/A (N/A/44%),"200,000 .. 500,000",0%,00:00 (00:00),Steel Monkeys,Next Dimension Game Adventures Ltd.,Racing
129,Flatout 3: Chaos & Destruction,"Dec 13, 2011",$7.99,N/A (N/A/23%),"200,000 .. 500,000",0%,00:00 (00:00),Team 6 Studios,Strategy First,Racing
163,Marbles on Stream,"Mar 28, 2018",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Pixel by Pixel Studios Inc.,Pixel by Pixel Studios Inc.,Racing
180,Cube Racer,"Oct 30, 2017",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Simon Blasen,Simon Blasen,Racing
191,Kreedz Climbing,"Jun 15, 2017",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),ObsessionSoft,ObsessionSoft,Racing
197,MadOut2 BigCityOnline [CLOSED],"Feb 21, 2017",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),MadOut Games,MadOut Games,Racing
205,Project CARS - Pagani Edition,"Oct 28, 2016",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Slightly Mad Studios,"Slightly Mad Studios, BANDAI NAMCO Entertainment",Racing
212,Drive Megapolis,"Aug 24, 2016",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),npp_trainer,Back To Basics Gaming,Racing
223,Victory: The Age of Racing,"Feb 12, 2016",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Vae Victis Games,Vae Victis Games,Racing
224,Metal War Online: Retribution,"Dec 11, 2015",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),GDT Limited,GDT Limited,Racing
228,Let the Cat in,"Aug 27, 2015",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Eforb,Eforb,Racing
235,InMind VR,"Jan 19, 2015",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Luden.io,Luden.io,Racing
238,Colin McRae Rally,"Jul 30, 2014",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Codemasters Digital,Codemasters,Racing
327,BallisticNG,"Dec 14, 2018",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Neognosis,Neognosis,Racing
338,MUSYNX,"Dec 4, 2018",$3.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),I-Inferno,Wave Game,Racing
356,Steel Rats,"Nov 7, 2018",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Tate Multimedia,Tate Multimedia,Racing
360,KartKraft,"Nov 1, 2018",$24.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Motorsport Games,Motorsport Games,Racing
425,Music Racer,"Jul 20, 2018",$1.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),AbstractArt,AbstractArt,Racing
596,Autobahn Police Simulator 2,"Dec 7, 2017",$19.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Z-Software,Aerosoft GmbH,Racing
607,Aerofly FS 2 Flight Simulator,"Nov 20, 2017",$49.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),IPACS,IPACS,Racing
622,FURIDASHI: Drift Cyber Sport,"Nov 2, 2017",$11.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Drift Physics Crew,Drift Physics Crew,Racing
623,The Drone Racing League Simulator,"Jun 16, 2017",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),The Drone Racing League,The Drone Racing League,Racing
650,Drift (Over) Drive,"Sep 24, 2017",$1.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Retraissance,New Reality Games,Racing
656,WRC 7 FIA World Rally Championship,"Sep 15, 2017",$1.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),KT Racing,Nacon,Racing
668,Rock of Ages 2: Bigger & Boulder,"Aug 28, 2017",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),ACE Team,SEGA,Racing
763,Zup! 4,"Feb 20, 2017",$1.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Quiet River,Quiet River,Racing
792,ConflictCraft,"Dec 8, 2016",$0.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Cristian Manolachi, Atomic Fabrik","Cristian Manolachi, Atomic Fabrik",Racing
793,Tomato Way,"Dec 7, 2016",$3.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Vladislav Castillo Gonzalez,Vladislav Castillo Gonzalez,Racing
808,Moto Racer 4,"Nov 3, 2016",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Artefacts Studio,Microids,Racing
813,Carmageddon: Max Damage,"Oct 27, 2016",$16.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Stainless Games Ltd,THQ Nordic,Racing
833,Automobilista,"Feb 29, 2016",$24.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Reiza Studios,Reiza Studios,Racing
841,Street Legal Racing: Redline v2.3.1,"May 7, 2016",$5.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Invictus Games Ltd., ImageCode","Activision Value Inc., ImageCode",Racing
844,SEUM: Speedrunners from Hell,"Jul 28, 2016",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Pine Studio,Pine Studio,Racing
868,Table Top Racing: World Tour,"May 25, 2016",$3.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Playrise Digital Ltd.,Playrise Digital Ltd.,Racing
888,Road Madness,"Mar 29, 2016",$4.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Faton,Faton,Racing
900,OutDrive,"Feb 22, 2016",$2.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),DNVR Prod,DNVR Prod,Racing
922,Slipstream 5000,"Dec 31, 1995",$0.74,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Gremlin Interactive, The Software Refinery",Funbox Media Ltd,Racing
957,Crash Drive 2,"May 28, 2015",$4.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),M2H,M2H,Racing
958,High On Racing,"Jun 4, 2006",$3.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),SilentFuture,SilentFuture,Racing
960,Teddy Floppy Ear - The Race,"May 22, 2015",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Forever Entertainment S. A.,Forever Entertainment S. A.,Racing
961,NASCAR '15 Victory Edition,"May 22, 2015",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Eutechnyx,Dusenberry Martin Racing,Racing
996,Homebrew - Patent Unknown,"Nov 14, 2014",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Copybugpaste,Copybugpaste,Racing
998,Retro City Rampage DX,"Nov 11, 2014",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Vblank Entertainment, Inc.","Vblank Entertainment, Inc.",Racing
1007,Disney•Pixar Cars 2: The Video Game,"Jun 21, 2011",$19.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Avalanche Software,Disney,Racing
1013,Racer 8,"Jun 6, 2014",$4.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),30.06 Studios Ltd,KPL,Racing
1021,Vangers,"Jun 19, 1998",$6.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),K-D Lab,Association K-D Lab,Racing
1024,MXGP - The Official Motocross Videogame,"Mar 28, 2014",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",Racing
1035,Blockland,"Feb 28, 2007",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC,Racing
1037,WRC 4 FIA World Rally Championship,"Oct 25, 2013",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,Nacon,Racing
1038,Sparkle 2 Evo,"Nov 20, 2011",$4.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),,Forever Entertainment S. A.,Racing
1050,Zombie Driver HD,"Oct 17, 2012",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Exor Studios,Exor Studios,Racing
1058,Crazy Taxi,"Mar 4, 2011",$7.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),SEGA,SEGA,Racing
1061,MX vs. ATV Reflex,"Nov 26, 2010",$19.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Rainbow Studios, THQ Nordic",THQ Nordic,Racing
18,Shift 2 Unleashed,"Mar 29, 2011",,N/A (N/A/84%),"100,000 .. 200,000",0%,00:00 (00:00),Slightly Mad Studios,Electronic Arts,Racing
25,Joe Danger 2: The Movie,"Jun 24, 2013",$14.99,N/A (N/A/82%),"100,000 .. 200,000",0%,00:00 (00:00),Hello Games,Hello Games,Racing
61,Slipstream,"May 21, 2018",$9.99,N/A (N/A/75%),"100,000 .. 200,000",0%,00:00 (00:00),ansdor,ansdor,Racing
64,Action Henk,"May 11, 2015",$14.99,N/A (N/A/74%),"100,000 .. 200,000",0%,00:00 (00:00),RageSquid,RageSquid,Racing
68,Disney•Pixar Cars,"Jul 6, 2006",$19.99,N/A (N/A/73%),"100,000 .. 200,000",0%,00:00 (00:00),Beenox,"THQ, Disney",Racing
70,SkyDrift,"Nov 21, 2011",$9.99,N/A (N/A/73%),"100,000 .. 200,000",0%,00:00 (00:00),Digital Reality,HandyGames,Racing
88,Toybox Turbos,"Nov 11, 2014",$14.99,N/A (N/A/69%),"100,000 .. 200,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Racing
89,nail'd,"Nov 30, 2010",$4.99,N/A (N/A/69%),"100,000 .. 200,000",0%,00:00 (00:00),Techland,Deep Silver,Racing
92,FIM Speedway Grand Prix 15,"Nov 30, 2015",,N/A (N/A/68%),"100,000 .. 200,000",0%,00:00 (00:00),SoftPlanet,SoftPlanet,Racing
94,RIDE,"Mar 27, 2015",$14.99,N/A (N/A/68%),"100,000 .. 200,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
105,Gravel,"Feb 27, 2018",$19.99,N/A (N/A/62%),"100,000 .. 200,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
107,Little Racers STREET,"Feb 6, 2014",$5.99,N/A (N/A/62%),"100,000 .. 200,000",0%,00:00 (00:00),Milkstone Studios,Milkstone Studios,Racing
111,Driver Parallel Lines,"Jun 26, 2007",$9.99,N/A (N/A/61%),"100,000 .. 200,000",0%,00:00 (00:00),Ubisoft Reflections,Ubisoft,Racing
119,Urban Trial Freestyle,"Sep 18, 2013",$6.99,N/A (N/A/58%),"100,000 .. 200,000",0%,00:00 (00:00),Tate Multimedia,Tate Multimedia,Racing
122,Trials of the Blood Dragon,"Jun 13, 2016",$14.99,N/A (N/A/54%),"100,000 .. 200,000",0%,00:00 (00:00),"Redlynx, Ubisoft Kiev",Ubisoft,Racing
130,Not My Car – Battle Royale,"Apr 5, 2019",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),NMC Studios,NMC Studios,Racing
133,War Blade,"Jan 25, 2019",,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Tvr Games,Tvr Games,Racing
135,Idle Racing GO: Clicker Tycoon,Jan 2019,Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),T-Bull,T-Bull,Racing
147,Vroom Kaboom,"Aug 14, 2018",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Ratloop Games Canada,Ratloop Games Canada,Racing
164,Epic Roller Coasters,"Mar 7, 2018",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),B4T Games,B4T Games,Racing
172,DashPanel,"Jan 5, 2018",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),PyrofrogStudos,PyrofrogStudos,Racing
182,Incline,"Oct 9, 2017",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Homewreckers Studio,Homewreckers Studio,Racing
185,FPV Drone Simulator,"Sep 9, 2017",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),DreamEscape,DreamEscape,Racing
196,Impulse of War,"Feb 24, 2017",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Dmitry Medvedev,Dmitry Medvedev,Racing
203,Struckd - 3D Game Creator,"Dec 1, 2016",,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Struckd AG,Struckd AG,Racing
210,Riding Club Championships,"Sep 27, 2016",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Artplant,Artplant,Racing
227,InCell VR,"Sep 3, 2015",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Luden.io,Luden.io,Racing
250,Death Rally (Classic),"Sep 6, 1996",Free,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Remedy,3D Realms (Apogee Software),Racing
259,TAPSONIC BOLD,"Mar 29, 2019",$19.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),NEOWIZ,NEOWIZ,Racing
274,7th Sector,"Mar 5, 2019",$12.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Носков Сергей,Носков Сергей,Racing
321,Crash Wheels,"Dec 20, 2018",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Quiet River,Quiet River,Racing
332,Top Down Racer,"Dec 12, 2018",$5.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Neobite Games,Neobite Games,Racing
333,My 1/6 Lover,"Dec 12, 2018",$1.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),lamb of game,lamb of game,Racing
351,Marble It Up! Ultra,"Nov 16, 2018",$11.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),"Blueteak, The Engine Company, Shapes and Lines, Arcturus Interactive, The Quantum Astrophysicists Guild","Alvios, Inc., Bad Habit Productions",Racing
353,STAR WARS Episode I Racer,"May 17, 1999",$9.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),LucasArts,"Lucasfilm, Disney",Racing
378,V-Rally 4,"Sep 25, 2018",$29.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),KT Racing,Nacon,Racing
426,Guts and Glory,"Jul 19, 2018",$2.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),HakJak,tinyBuild,Racing
507,DEPLOYMENT,"Apr 10, 2018",$9.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Whale Rock Games,Whale Rock Games,Racing
513,Road Scars: Origins,"Apr 3, 2018",$0.49,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),NukGames,NukGames,Racing
