#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
187,World of Speed,"Aug 22, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Saber Interactive, Redemption Ark",Mad Dog Games LLC,Racing
217,FPV Air Tracks,"May 23, 2016",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Flyleap Studios,Flyleap Studios,Racing
225,MiniBikers,"Nov 5, 2015",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ivanovich Games,Ivanovich Games,Racing
230,Badland Bandits,"Jul 16, 2015",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Wild Wolf Std,Wild Wolf Std,Racing
231,Monster Jam Battlegrounds,"Jun 10, 2015",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team6 game studios B.V.,GameMill Entertainment,Racing
239,T.E.C. 3001,"Apr 10, 2014",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Phoenix Game Studio,BulkyPix,Racing
240,Farm Machines Championships 2014,"Mar 14, 2014",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Silden,Silden,Racing
246,Superstar Racing,"Nov 27, 2008",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Gunther-Gerben Boxhammer,Gunther-Gerben Boxhammer,Racing
255,Urban Trial Playground,"Apr 5, 2019",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Tate Multimedia, Teyon",Tate Multimedia,Racing
257,Find the Oil Racing Edition,"Apr 1, 2019",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),new dev,new dev,Racing
261,Shipped,"Mar 28, 2019",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Majorariatto,Majorariatto,Racing
264,eSail Sailing Simulator,"Mar 26, 2019",$37.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),eSail Ltd.,CDIS,Racing
268,Grand Dude Simulator,"Mar 14, 2019",$0.69,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Bisquit Play,Bisquit Play,Racing
273,My Car,"Mar 5, 2019",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),RewindApp,RewindApp,Racing
277,Hypertrain,"Feb 28, 2019",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Funcraft Games,Funcraft Games,Racing
304,Super Pixel Racers,"Jan 31, 2019",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"21c.Ducks Co., Ltd.","H2 Interactive Co., Ltd.",Racing
318,Snowballed: Crazy Downhill,"Dec 28, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Arcane Bay Labs,Arcane Bay Labs,Racing
320,Shred! 2 - ft Sam Pilgrim,"Dec 24, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ASBO Interactive,ASBO Interactive Ltd,Racing
337,I Need Spirit: Drink & Drive Simulator/醉驾模拟器,"Dec 5, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",Racing
350,Duke Dashington Remastered,"Nov 16, 2018",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Adventure Islands,Adventure Islands,Racing
357,Voxel Race,"Nov 6, 2018",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),RewindApp,RewindApp,Racing
375,Toilet Run,"Sep 27, 2018",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Synaptic Response,Synaptic Response,Racing
380,Dream Car Builder,"Sep 21, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),RoKo0 (Roman Konyukhov),RoKo0 (Roman Konyukhov),Racing
389,NASCAR Heat 3,"Sep 7, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Monster Games,704 Games Company,Racing
412,70 Seconds Survival,"Aug 8, 2018",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Tero Lunkka, Valkeala Software",Tero Lunkka,Racing
413,DollKart,"Aug 1, 2018",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),OKSoft,OKSoft,Racing
432,Snail Racer Extreme,"Jul 16, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),,Displacement Studios,Racing
468,Dubstep Abasralsa,"May 30, 2018",$0.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Dayn,Narko Games,Racing
469,Ultimate Racing 2D,"May 24, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Applimazing,Applimazing,Racing
482,GAME TUBE ♛,"Dec 14, 2017",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Hede,Hede,Racing
498,Police Patrol,"Apr 23, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Falco Software,CX Distribution,Racing
504,AUTOCROSS MADNESS,"Apr 13, 2018",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),DCGsoft,DCGsoft,Racing
514,Moto Racing 3D,"Apr 3, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Art Of Adventures,Art Of Adventures,Racing
519,Viking's drakkars,"Mar 30, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),azimuth team,azimuth team,Racing
527,High Speed Trains,"Mar 27, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Simulators Live,Simulators Live,Racing
533,FPV Freerider Recharged,"Apr 14, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),John Holmvall,Jord&Eld,Racing
541,Calvin Tucker's Farm Animal Racing,"Mar 9, 2018",$0.74,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team 6 Studios,Funbox Media Ltd,Racing
549,Russian AYE Race,"Feb 22, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Nikita ""Ghost_RUS""",Ghost_RUS Games,Racing
554,Burnin' Rubber 5 HD,"Feb 14, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Xform,Xform,Racing
559,Planetoid Pioneers,"Feb 8, 2018",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Data Realms,Data Realms,Racing
562,Remnants of Naezith,"Feb 5, 2018",$2.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Tolga Ay,Tolga Ay,Racing
563,PIXEL DRIFT,"Feb 4, 2018",$0.89,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),azimuth team,azimuth team,Racing
565,Horse Riding Deluxe,"Jan 29, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Loot Inside,Loot Inside,Racing
576,Race,"Jan 9, 2018",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),RewindApp,RewindApp,Racing
577,Raceland,"Jan 8, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Racingo,Racingo,Racing
579,Russian Roads,"Jan 4, 2018",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Laush Dmitriy Sergeevich,Laush Studio,Racing
595,Infinity Trip,"Dec 8, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),XiNFiNiTY Games,ToHeroes Game Studios LLC,Racing
597,Lawnmower Game 2: Drifter,"Dec 6, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Tero Lunkka, Jacob Clevenger",Tero Lunkka,Racing
600,Drive//Shaft,"Nov 30, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Spotted Zebra Software LLC,Spotted Zebra Software LLC,Racing
609,AI Dummy,"Nov 17, 2017",$0.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Narko Games,Narko Games,Racing
610,PAKO 2,"Nov 16, 2017",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Tree Men Games,Tree Men Games,Racing
620,SpaceRoads,"Nov 7, 2017",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Wurd Industries,Wurd Industries,Racing
621,ThunderWheels,"Nov 2, 2017",$8.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Arcade Injection,Arcade Injection,Racing
625,Pixel Car,"Oct 31, 2017",$0.89,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),azimuth team,azimuth team,Racing
632,BAFL - Brakes Are For Losers,"Oct 18, 2017",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Oudidon,Dear Villagers,Racing
636,Nash Racing 2: Muscle cars,"Oct 16, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Tero Lunkka, Valkeala Software",Tero Lunkka,Racing
654,FEMINAZI: 3000,"Sep 19, 2017",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Paradox Terminal,Back To Basics Gaming,Racing
658,BAJA: Edge of Control HD,"Sep 14, 2017",$29.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"2XL Games, Blitworks",THQ Nordic,Racing
660,NASCAR Heat 2,"Sep 12, 2017",$12.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Monster Games,704 Games Company,Racing
669,Survival driver 2: Heavy vehicles,"Aug 23, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Tero Lunkka,Tero Lunkka,Racing
692,StopTime Drive,"Jul 18, 2017",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),vaniloput games,vaniloput games,Racing
693,Kart Racing Pro,"Jul 14, 2017",$39.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),PiBoSo,PiBoSo,Racing
695,AccuRC 2,"Jun 12, 2017",$49.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),trasnatech,trasnatech,Racing
696,Psebay,"Jul 12, 2017",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Eugeny Butakov,Eugeny Butakov,Racing
706,MotoGP17,"Jun 15, 2017",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
718,P-Walker's Simulation,"May 24, 2017",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),BrainStrainStudios,BrainStrainStudios,Racing
720,Trackmania² Lagoon,"May 23, 2017",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Nadeo,Ubisoft,Racing
727,Dumbass Drivers!,"May 4, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Mark J. Lovegrove,Screen 7,Racing
729,Extreme-G 2,"Nov 17, 1998",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Acclaim Cheltenham,Throwback Entertainment,Racing
732,Battle Riders,"Apr 26, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),OneManTeam,OneManTeam,Racing
743,BattleTrucks,"Mar 1, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),BattleGames,Conglomerate 5,Racing
756,VThree,"Feb 28, 2017",$7.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),2xMilk,2xMilk,Racing
769,Ignition,"Jan 1, 1997",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Unique Development Studios AB,Interplay Entertainment Corp.,Racing
770,Precursors,"Feb 3, 2017",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Deep Shadows,GFI,Racing
777,PAKO - Car Chase Simulator,"Jan 10, 2017",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Tree Men Games,Tree Men Games,Racing
778,Power Hover,"Jan 10, 2017",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ODDROK,ODDROK,Racing
779,STANDBY,"Jan 6, 2017",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Noclip,Noclip,Racing
781,Camper Jumper Simulator,"Jan 2, 2017",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),No-Brain Studio,SIG Publishing,Racing
784,Cranks and Goggles,"Dec 21, 2016",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Play Native Entertainment,Play Native Entertainment,Racing
798,Runbow,"Nov 18, 2016",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),13AM Games,13AM Games,Racing
805,"Dynamic Very, Very, Hard game!!","Nov 11, 2016",$13.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),White Dog Games,SA Industry,Racing
820,Dog Sled Saga,"Sep 22, 2016",$7.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Trichotomy,Trichotomy,Racing
826,Bumper,"Sep 12, 2016",$0.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Artur Rezende,Artur Rezende,Racing
827,NASCAR Heat Evolution,"Sep 12, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Monster Games,Dusenberry Martin Racing,Racing
829,MXGP2 - The Official Motocross Videogame Compact,"Sep 8, 2016",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
836,Death Stair,"Aug 16, 2016",$1.01,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Fun Sponge Games,Missing Link Games,Racing
851,Ultimate Booster Experience,"Apr 16, 2016",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),GexagonVR,GexagonVR,Racing
853,Dead End Road,"Jul 8, 2016",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),DDD Wares,DDD Wares,Racing
862,DUCATI - 90th Anniversary,"Jun 9, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
885,ABRACA - Imagic Games,"Mar 31, 2016",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ankama Studio,Ankama Games,Racing
887,MadOut Open City,"Dec 18, 2015",$7.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MadOut Games,MadOut Games,Racing
894,Race.a.bit,"Mar 10, 2016",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Aesir Interactive,Headup Publishing,Racing
898,Krautscape,"Feb 24, 2016",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Mario von Rickenbach, Playables","Midnight City, Majesco Entertainment",Racing
903,Dub Dash,"Feb 16, 2016",$0.69,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Incodra,Headup Publishing,Racing
905,Sébastien Loeb Rally EVO,"Jan 29, 2016",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
915,Switch Galaxy Ultra,"Nov 20, 2015",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Atomicom Limited,Green Man Gaming Publishing,Racing
918,SinaRun,"Oct 26, 2015",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Princesseuh,Princesseuh,Racing
921,Goggles - World of Vaporia,"Oct 9, 2015",$7.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Bit2Good Ug,Bit2Good Ug,Racing
937,RC Mini Racers,"Jul 16, 2015",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Decane,Decane,Racing
941,Monster Truck Destruction,"Jul 10, 2015",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ODD Games,ODD Games,Racing
942,Street Arena,"Jul 10, 2015",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Blossom Games,Glob Games Studio,Racing
945,Shred! Remastered,"Jul 8, 2015",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ASBO Interactive,ASBO Interactive,Racing
947,Unpossible,"Jul 3, 2015",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Acceleroto, Inc.","Acceleroto, Inc.",Racing
964,Duck Life: Retro Pack,"May 11, 2015",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Wix Games,MoFunZone Inc.,Racing
968,Spermination,"Apr 29, 2015",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Phr00t's Software,Phr00t's Software,Racing
972,VRC PRO,"Mar 24, 2015",$22.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,Racing
977,Disney•Pixar Cars Mater-National Championship,"Oct 29, 2007",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Rainbow Studios,"THQ, Disney",Racing
981,Stock Car Extreme,"Feb 11, 2015",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Reiza Studios,Reiza Studios,Racing
982,Formula Truck 2013,"Apr 10, 2013",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Reiza Studios,Reiza Studios,Racing
983,Just Get Through,"Jan 30, 2015",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Retrific,Retrific,Racing
989,Quantum Rush Champions,"Dec 4, 2014",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),GameArt Studio GmbH,GameArt Studio GmbH,Racing
991,MXGP - The Official Motocross Videogame Compact,"Dec 3, 2014",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
992,Motorcycle Club,"Nov 28, 2014",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Kylotonn Entertainment,"Nacon, Plug In Digital",Racing
993,Motorama,"Nov 21, 2014",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),251 Games,KISS ltd,Racing
994,MotoGP14 Compact,"Nov 21, 2014",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
1005,Moto Racer Collection,"Nov 30, 2011",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Microids,Microids,Racing
1008,Driving School Simulator,"Sep 25, 2014",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ovilex Software,United Independent Entertainment,Racing
1009,World Truck Racing,"Sep 16, 2014",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Homa Design,SIG Publishing,Racing
1011,4x4 Dream Race,"Aug 8, 2011",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Dream Up,Strategy First,Racing
1014,FLASHOUT 2,"Jun 6, 2014",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Jujubee S.A.,Jujubee S.A.,Racing
1020,Wacky Wheels,"Oct 17, 1994",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Beavis Soft,3D Realms,Racing
1027,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,"May 24, 2007",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Targem Games,ESDigital Games,Racing
1030,Riptide GP2,"Mar 7, 2014",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Vector Unit,Vector Unit,Racing
1031,LocoCycle,"Feb 14, 2014",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Twisted Pixel Games,Xbox Game Studios,Racing
1036,Ride 'em Low,"Nov 4, 2013",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Red Dot Games, PLAY",Libredia,Racing
1039,Truck Racer,"Oct 18, 2013",$2.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Kylotonn Entertainment,"Plug In Digital, Nacon",Racing
1040,Joe Danger,"Jun 24, 2013",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Hello Games,Hello Games,Racing
1045,MUD - FIM Motocross World Championship,"Feb 26, 2013",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
1048,Test Drive: Ferrari Racing Legends,"Dec 10, 2012",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Slightly Mad Studios,Evolved Games,Racing
1062,Super Laser Racer,"Feb 18, 2010",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),New Star Games Ltd,New Star Games Ltd,Racing
1064,A.I.M. Racing,"Jan 22, 2010",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),SkyRiver Studios,Fulqrum Publishing,Racing
1065,Crash Time 3,"Nov 25, 2009",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Synetic,Kalypso Media Digital,Racing
1066,Metal Drift,"Oct 22, 2009",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Black Jacket Studios,Black Jacket Studios,Racing
1070,Xpand Rally Xtreme,"Dec 1, 2006",$0.54,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Techland,Techland,Racing
1071,Sprint Cars Road to Knoxville,"Jul 29, 2008",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),BigAnt Studios,Cosmi Valusoft,Racing
1079,Free Running,"Apr 5, 2007",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Rebellion,Rebellion,Racing
1084,Ostrich Runner,"Apr 9, 2004",$3.77,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Geleos,First Games Interactive,Racing
1094,Motor Mash,"Jan 1, 1997",$3.84,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ocean Software,"Piko Interactive, Bleem!",Racing
47,Obliteracers,"Feb 23, 2016",$14.99,N/A (N/A/78%),"0 .. 20,000",0%,00:00 (00:00),Varkian Empire,"Varkian Empire, Deck13",Racing
50,Cross Racing Championship Extreme,"Sep 18, 2018",$9.99,N/A (N/A/77%),"0 .. 20,000",0%,00:00 (00:00),Invictus Games Ltd.,Invictus Games Ltd.,Racing
62,Road to Ballhalla,"Aug 5, 2016",$2.99,N/A (N/A/75%),"0 .. 20,000",0%,00:00 (00:00),Torched Hill,tinyBuild,Racing
71,DYSTORIA,"Feb 20, 2017",$19.99,N/A (N/A/72%),"0 .. 20,000",0%,00:00 (00:00),Tri-Coastal Games,Hound Picked Games,Racing
76,RACE Injection,"Nov 18, 2011",$12.99,N/A (N/A/72%),"0 .. 20,000",0%,00:00 (00:00),SimBin Studios AB,"RaceRoom Entertainment AG, SimBin",Racing
78,Mantis Burn Racing,"Jul 5, 2016",$9.99,N/A (N/A/71%),"0 .. 20,000",0%,00:00 (00:00),VooFoo Studios,VooFoo Studios,Racing
82,The Collider 2,"Apr 19, 2016",,N/A (N/A/70%),"0 .. 20,000",0%,00:00 (00:00),Shortbreak Studios s.c.,Shortbreak Studios s.c.,Racing
83,Harold,"Feb 12, 2015",$9.99,N/A (N/A/70%),"0 .. 20,000",0%,00:00 (00:00),Moon Spider Studio,Moon Spider Studio,Racing
85,Rifter,"Jul 12, 2018",$11.99,N/A (N/A/69%),"0 .. 20,000",0%,00:00 (00:00),MaxBytes,MaxBytes,Racing
86,Trailblazers,"May 8, 2018",$29.99,N/A (N/A/69%),"0 .. 20,000",0%,00:00 (00:00),Supergonk,Rising Star Games,Racing
103,Xenon Racer,"Mar 26, 2019",$14.99,N/A (N/A/64%),"0 .. 20,000",0%,00:00 (00:00),3DClouds,3DClouds,Racing
118,Gas Guzzlers: Combat Carnage,"May 4, 2012",$4.99,N/A (N/A/58%),"0 .. 20,000",0%,00:00 (00:00),Gamepires,Jagex Ltd,Racing
126,Snow Moto Racing Freedom,"Apr 11, 2017",$12.99,N/A (N/A/50%),"0 .. 20,000",0%,00:00 (00:00),Zordix AB,Zordix AB,Racing
132,The Floor Is Really Cheap Lava,"Jan 30, 2019",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Congo Jungle Games,Congo Jungle Games,Racing
134,POCKET CAR : VRGROUND,"Jan 8, 2019",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Jamong Inc.,Jamong Inc.,Racing
136,SEQUENCE STORM,"Dec 21, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"SPECIAL MAGIC GAMES, LLC","SPECIAL MAGIC GAMES, LLC",Racing
137,Burnt Rubber,"Dec 20, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Fishbowl Interactive,Fishbowl Interactive,Racing
140,Zquirrels Jump,"Nov 26, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Artists Entertainment, Nutty Wizards",Artists Entertainment,Racing
141,Qybe,"Oct 23, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Qrakhen,Qrakhen,Racing
144,Speedway Challenge Career,"Oct 5, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Artur Berkowski Berobasket,Artur Berkowski Berobasket,Racing
145,Tiska Buska,"Sep 13, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),No one important,No one important,Racing
151,Dirt Bike Insanity,"Jun 15, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),dev4play,dev4play,Racing
152,Sim Racing Telemetry,"Jun 13, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),UNAmedia,UNAmedia,Racing
153,Meteor Shower,"Jun 12, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Rifat Erdoğan,Rifat Erdoğan,Racing
154,Turbo Tunnel,"Jun 1, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Tall James Games,Tall James Games,Racing
155,(Removed from steam store),"May 26, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),,Cow Corp.,Racing
156,Monster Truck Drive,"May 2, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Builder7,Ripknot Systems,Racing
158,AeroChopper,"Apr 29, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),"Camerron ScottSaxon Niewoehner, Steele Dalton, Ryan Kibbe, Brandon Cobb, Jesse Sabol, Tommi Turunen",Camerron ScottSaxon Niewoehner,Racing
159,Cross Country Skiing VR,"Apr 12, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Levrage,Levrage,Racing
161,The Blue Box,"Apr 1, 2018",Free,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),ejew.in,ejew.in,Racing
162,The Driver's Mission,"Mar 31, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),olusola ifeanyichukwu olaoye,olusola ifeanyichukwu olaoye,Racing
165,DDS(D.I.Y Drone Simulator) Demo,"Mar 6, 2018",,N/A (N/A),"0 .. 20,000",0%,00:00 (00:00),Juicy Lab,Juicy Lab,Racing
