#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
1,Out of the Park Baseball 17,"Mar 22, 2016",,N/A (N/A/92%),"20,000 .. 50,000",0%,00:00 (00:00),Out of the Park Developments,Out of the Park Developments,Sports
16,Knockout League - Arcade VR Boxing,"Feb 13, 2018",$19.99,N/A (N/A/84%),"20,000 .. 50,000",0%,00:00 (00:00),Grab Games,Grab Games,Sports
17,Sprint Vector,"Feb 8, 2018",$29.99,N/A (N/A/84%),"20,000 .. 50,000",0%,00:00 (00:00),Survios,Survios,Sports
20,GT Legends,"Nov 28, 2012",$7.99,N/A (N/A/84%),"20,000 .. 50,000",0%,00:00 (00:00),SimBin Studios AB,SimBin,Sports
40,Monster Energy Supercross - The Official Videogame 2,"Feb 8, 2019",$19.99,N/A (N/A/80%),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Sports
44,Bowl Bound College Football,"Sep 3, 2015",$19.99,N/A (N/A/80%),"20,000 .. 50,000",0%,00:00 (00:00),Grey Dog Software,Viva Meda,Sports
47,Frozen Cortex,"Feb 19, 2015",$24.99,N/A (N/A/79%),"20,000 .. 50,000",0%,00:00 (00:00),Mode 7,Mode 7,Sports
62,Mutant Football League,"Oct 31, 2017",$14.99,N/A (N/A/74%),"20,000 .. 50,000",0%,00:00 (00:00),Digital Dreams Entertainment,Digital Dreams Entertainment,Sports
74,MX vs. ATV Unleashed,"Jan 16, 2006",$9.99,N/A (N/A/71%),"20,000 .. 50,000",0%,00:00 (00:00),Rainbow Studios,THQ Nordic,Sports
80,Super Inefficient Golf,"Mar 15, 2018",$4.99,N/A (N/A/69%),"20,000 .. 50,000",0%,00:00 (00:00),34BigThings srl,34BigThings srl,Sports
90,Virtua Tennis 4,"Jun 24, 2011",,N/A (N/A/66%),"20,000 .. 50,000",0%,00:00 (00:00),SEGA,SEGA,Sports
91,Antigraviator,"Jun 6, 2018",$19.99,N/A (N/A/65%),"20,000 .. 50,000",0%,00:00 (00:00),Cybernetic Walrus,Iceberg Interactive,Sports
101,Chess 2: The Sequel,"Aug 19, 2014",$5.99,N/A (N/A/62%),"20,000 .. 50,000",0%,00:00 (00:00),"Ludeme Games, Sirlin Games",Ludeme Games,Sports
105,Shot Online,"Jan 22, 2019",,N/A (N/A/59%),"20,000 .. 50,000",0%,00:00 (00:00),WEBZEN ONNET,WEBZEN,Sports
114,Lords of Football,"Apr 5, 2013",$14.99,N/A (N/A/52%),"20,000 .. 50,000",0%,00:00 (00:00),Geniaware Srl,Fish Eagle,Sports
119,Classic Racers,"Mar 26, 2019",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Vision Reelle,Vision Reelle,Sports
120,Legend of GBC Tycoon GBC土豪金传说,"Mar 15, 2019",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),绚丽奈落,0Cube,Sports
123,Tahko Alpine Ski,"Feb 24, 2019",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),3D Talo,3D Talo Finland Ltd.,Sports
129,Football Manager 2019: The Hashtag United Challenge,"Dec 21, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Sports Interactive,SEGA,Sports
131,王者战车,"Dec 13, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"acechariot, acechariot","acechariot, acechariot",Sports
136,Beneath The Surface,"Nov 13, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),carla51,carla51,Sports
143,Spaceball!,"Aug 20, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Intergalactic Education LLC,Intergalactic Education LLC,Sports
150,Ahlman Arcade 2018,"Jun 30, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team in Time,Ahlman Game Studio,Sports
152,DrillsVR,"Jun 29, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team B Laboratory,Team B Laboratory,Sports
154,El Hincha - El Videojuego,"Jun 19, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),LABASE Entertainment,XBIT S.A.C,Sports
164,Sheep Game,"Apr 27, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),David Lewis,David Lewis,Sports
180,Car Crash Couch Party,"Jan 31, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Fogbound,Fogbound,Sports
190,Football Manager Touch 2018,"Nov 9, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Sports Interactive,SEGA,Sports
192,Malzbie's Pinball Collection,"Oct 27, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Malzbie Games,Malzbie Games,Sports
195,VR Triber,"Sep 26, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),VR Triber,VR Triber,Sports
196,Pararea--Social VR for Everyone (Beta),"Sep 15, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Metaverse,Metaverse,Sports
198,Fields of Battle,"Sep 1, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Super X Studios LLC,Super X Studios LLC,Sports
201,Women's Soccer/Football Manager,"Aug 1, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Trophy Games ApS,Trophy Games ApS,Sports
224,UniBall,"Feb 24, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),StormBrewers,StormBrewers,Sports
229,Goalie Challenge VR,"Feb 1, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Josh Beatty, Mike Casto",Anchor Reality,Sports
232,AffordaGolf Online,"Dec 22, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Oryzhon Studios,Oryzhon Studios,Sports
236,Hot Squat,"Nov 22, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Bean Boy Games,Bean Boy Games,Sports
245,Snooker-online multiplayer snooker game!,"Oct 1, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),TTCX Inc.,TTCX Inc.,Sports
248,Egg Time,"Sep 19, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Bartoš Studio,Bartoš Studio,Sports
252,Skull Ball Heroes,Sep 2016,Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Strength in Numbers Studios, Inc","Strength in Numbers Studios, Inc",Sports
254,VRMultigames,"Jul 25, 2016",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Mad Triangles,Mad Triangles,Sports
260,Virtual Pool 4 Multiplayer,"Jun 13, 2016",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Celeris,Celeris,Sports
280,MiniBikers,"Nov 5, 2015",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ivanovich Games,Ivanovich Games,Sports
286,Soccer Legends,"Aug 5, 2015",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),,ZackBellGames,Sports
288,Monster Jam Battlegrounds,"Jun 10, 2015",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team6 game studios B.V.,GameMill Entertainment,Sports
305,Netsoccer,"Jun 6, 2009",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Giovanni Marin, Johannes Eski, Vinicius Marchesini, André Costa",Giovanni Marin,Sports
306,Superstar Racing,"Nov 27, 2008",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Gunther-Gerben Boxhammer,Gunther-Gerben Boxhammer,Sports
319,Urban Trial Playground,"Apr 5, 2019",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Tate Multimedia, Teyon",Tate Multimedia,Sports
325,Pixel Art Monster - Color by Number,"Apr 3, 2019",$0.71,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Boogygames Studios,Boogygames Studios,Sports
327,Find the Oil Racing Edition,"Apr 1, 2019",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),new dev,new dev,Sports
330,Shipped,"Mar 28, 2019",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Majorariatto,Majorariatto,Sports
332,Soccer Player Simulator,"Mar 25, 2019",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Kiddy,Kiddy,Sports
333,Space Junkies,"Mar 26, 2019",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ubisoft Montpellier,Ubisoft®,Sports
334,eSail Sailing Simulator,"Mar 26, 2019",$37.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),eSail Ltd.,CDIS,Sports
339,Fat Prisoner Simulator,"Mar 12, 2019",$0.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Kiddy,Kiddy,Sports
368,Resort Boss: Golf,"Feb 14, 2019",$12.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Gus Martin,Excalibur Publishing,Sports
399,Shred! 2 - ft Sam Pilgrim,"Dec 24, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ASBO Interactive,ASBO Interactive Ltd,Sports
415,I Need Spirit: Drink & Drive Simulator/醉驾模拟器,"Dec 5, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",Sports
418,PRO FISHING SIMULATOR,"Nov 29, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Sanuk Games,Nacon,Sports
429,Aim Theory - Trainer,"Nov 15, 2018",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Aim Theory Master,Aim Theory,Sports
432,Gym Simulator,"Nov 17, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Schwarz Games,Kavkaz Sila Games,Sports
452,Cheap Golf,"Nov 5, 2018",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Pixeljam,Pixeljam,Sports
485,Ultra Space Battle Brawl,"Oct 4, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Mojiken,Toge Productions,Sports
502,Axis Football 2018,"Sep 14, 2018",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Axis Games,Axis Games,Sports
506,NASCAR Heat 3,"Sep 7, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Monster Games,704 Games Company,Sports
509,Jellyfish the Ghost,"May 1, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Randell Lynch,meokigame,Sports
516,Tee Time Golf,"Aug 31, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Barkers Crest Studio LLC,Barkers Crest Studio LLC,Sports
519,Duck Life 7: Battle,"Aug 13, 2018",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Wix Games, MAD.com",MoFunZone Inc,Sports
520,Mahjong Club,"Aug 29, 2018",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),PrinceXI,PrinceXI,Sports
545,Mosaics Galore,"Jul 27, 2018",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Creobit,8Floor,Sports
546,Ganbare! Super Strikers,"Jul 26, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),rese,rese,Sports
557,Pool Panic,"Jul 19, 2018",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Rekim,Adult Swim Games,Sports
562,Snail Racer Extreme,"Jul 16, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),,Displacement Studios,Sports
587,ESport Manager,"Jun 18, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),InImages,Manager Games S.A.,Sports
588,Treasure Hunter Man 2,"Oct 24, 2015",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),origamihero games,origamihero games,Sports
594,Tennis World Tour,"Jun 12, 2018",$29.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Breakpoint,Nacon,Sports
600,Catch & Release,"Jun 7, 2018",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),metricminds GmbH & Co KG,Advanced Interactive Gaming Ltd.,Sports
604,Dubstep Abasralsa,"May 30, 2018",$0.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Dayn,Narko Games,Sports
608,Ultimate Racing 2D,"May 24, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Applimazing,Applimazing,Sports
615,Dark SASI,"May 18, 2018",$0.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Narko Games,Narko Games,Sports
622,GAME TUBE ♛,"Dec 14, 2017",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Hede,Hede,Sports
629,AO International Tennis,"May 8, 2018",$24.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Big Ant Studios,Big Ant Studios,Sports
633,Russian Prison Sport: OCHKO,"Apr 30, 2018",$0.69,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),CSM,W.T.B.,Sports
644,Trivia Vault: Soccer Trivia,"Apr 23, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ripknot Systems,Ripknot Systems,Sports
646,Mini Golf Arena,"Apr 21, 2018",$8.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Evoluta Studio,Evoluta Studio,Sports
652,Trivia Vault: Tennis Trivia,"Apr 19, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ripknot Systems,Ripknot Systems,Sports
658,AUTOCROSS MADNESS,"Apr 13, 2018",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),DCGsoft,DCGsoft,Sports
663,KeyBoard Guitar Master,"Apr 11, 2018",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Headbang Studio,Headbang Studio,Sports
674,Trivia Vault: Hockey Trivia,"Apr 3, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ripknot Systems,Ripknot Systems,Sports
675,TOGETHER VR,"Apr 2, 2018",$12.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),AURORA Games,AURORA Games,Sports
692,Trivia Vault: Boxing Trivia,"Mar 24, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ripknot Systems,Ripknot Systems,Sports
702,Score a goal 2 (Physical football),"Mar 3, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),BulatHard,BulatHard,Sports
718,Trivia Vault Baseball Trivia,"Mar 2, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ripknot Systems,Ripknot Systems,Sports
729,Summer Funland,"Feb 23, 2018",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Monad Rock,Monad Rock,Sports
749,Precision Archery: Competitive,"Feb 6, 2018",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Salsawi,Salsawi Games,Sports
754,Food Monster and Animals Memory Match,"Jan 30, 2018",$0.55,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Boogygames Studios,Boogygames Studios,Sports
755,Horse Riding Deluxe,"Jan 29, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Loot Inside,Loot Inside,Sports
757,Aim Trainer Pro,"Jan 25, 2018",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Dan,Dan,Sports
759,Yuzi Lims: anime runner,"Jan 22, 2018",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Snkl Studio,Snkl Studio,Sports
760,Talk to Saki,"Jan 19, 2018",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Light,Nekomura Games,Sports
766,Legends of the Universe - Cosmic Bounty,"Jan 16, 2018",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),LunarCore Games,LunarCore Games,Sports
773,Russian Roads,"Jan 4, 2018",$5.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Laush Dmitriy Sergeevich,Laush Studio,Sports
780,Casino Slot Machines,"Dec 26, 2017",$0.55,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Boogygames Studios,Boogygames Studios,Sports
797,Drive//Shaft,"Nov 30, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Spotted Zebra Software LLC,Spotted Zebra Software LLC,Sports
814,AI Dummy,"Nov 17, 2017",$0.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Narko Games,Narko Games,Sports
816,Sparc,"Nov 16, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),CCP,CCP,Sports
833,ThunderWheels,"Nov 2, 2017",$8.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Arcade Injection,Arcade Injection,Sports
835,Mini Hockey Champ!,"Nov 2, 2017",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),26k,26k,Sports
868,River City Melee : Battle Royal Special,"Sep 29, 2017",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Arc System Works,"H2 Interactive Co., Ltd.",Sports
876,Mahjong Match,"Sep 19, 2017",$0.59,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Boogygames Studios,Boogygames Studios,Sports
886,BAJA: Edge of Control HD,"Sep 14, 2017",$29.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"2XL Games, Blitworks",THQ Nordic,Sports
887,Rugby League Live 4,"Sep 12, 2017",$49.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Big Ant Studios,Tru Blu Games,Sports
889,NASCAR Heat 2,"Sep 12, 2017",$12.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Monster Games,704 Games Company,Sports
900,On a Roll,"Aug 30, 2017",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Creative Concepts,Creative Concepts,Sports
902,DOG GONE GOLFING,"Aug 25, 2017",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Vagabond Dog,Vagabond Dog,Sports
915,Axis Football 2017,"Aug 16, 2017",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Axis Games,Axis Games,Sports
920,Impossiball,"Aug 8, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Dark Duo Games,Dark Duo Games,Sports
936,Infinite Minigolf,"Jul 25, 2017",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Zen Studios,Zen Studios,Sports
940,AFL Evolution,"Jul 20, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Wicked Witch,Tru Blu Games,Sports
943,Flow:The Sliding,"Jul 16, 2017",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Cubamano,EasyGames,Sports
944,Kart Racing Pro,"Jul 14, 2017",$39.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),PiBoSo,PiBoSo,Sports
947,Everyday Golf VR,"Jul 12, 2017",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),WISECAT,WISECAT,Sports
948,AccuRC 2,"Jun 12, 2017",$49.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),trasnatech,trasnatech,Sports
949,Psebay,"Jul 12, 2017",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Eugeny Butakov,Eugeny Butakov,Sports
950,Solitaire - Cat Pirate Portrait,"Jul 12, 2017",$0.55,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Boogygames Studios,Boogygames Studios,Sports
966,MotoGP17,"Jun 15, 2017",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Sports
984,Crazy Fishing,"May 25, 2017",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Mana Wings,Mana Wings,Sports
987,Trackmania² Lagoon,"May 23, 2017",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Nadeo,Ubisoft,Sports
990,Ski Sniper,"May 18, 2017",$1.74,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Crazy Rocks,Crazy Rocks,Sports
1000,Battle Riders,"Apr 26, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),OneManTeam,OneManTeam,Sports
1008,Premium Pool Arena,"Apr 14, 2017",$2.49,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Iceflake Studios,Paradox Interactive,Sports
1011,Bottle Flip Challenge VR,"Apr 9, 2017",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Justin Jimmo,Squawkybird Games,Sports
1013,Duck Hunting,"Apr 5, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Alekseev,Conglomerate 5,Sports
1019,BattleTrucks,"Mar 1, 2017",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),BattleGames,Conglomerate 5,Sports
1035,100ft Robot Golf,"Mar 16, 2017",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),No Goblin,No Goblin,Sports
1044,The Golf Club VR,"Feb 24, 2017",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),HB Studios,HB Studios,Sports
1049,Pixel Puzzles Junior Jigsaw,"Feb 17, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Pixel Puzzles,Pixel Puzzles,Sports
1056,"DvDrum, Ultimate Drum Simulator!","Feb 9, 2017",$12.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),DarkTigerDevelop,DarkTigerDevelop,Sports
1059,Ignition,"Jan 1, 1997",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Unique Development Studios AB,Interplay Entertainment Corp.,Sports
1072,Don Bradman Cricket 17,"Jan 16, 2017",$49.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Big Ant Studios,Big Ant Studios,Sports
1082,Score a goal (Physical football),"Dec 28, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),BulatHard,BulatHard,Sports
1085,Cranks and Goggles,"Dec 21, 2016",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Play Native Entertainment,Play Native Entertainment,Sports
1095,Volleyball Unbound - Pro Beach Volleyball,"Dec 16, 2016",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Great Boolean,Great Boolean,Sports
1121,Front Office Football Eight,"Nov 23, 2016",$24.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Solecismic Software,Solecismic Software,Sports
1128,Handball 17,"Nov 15, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Eko Software,Nacon,Sports
1136,Big Buck Hunter Arcade,"Oct 25, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),GameMill Entertainment,GameMill Entertainment,Sports
1140,Tennis Elbow Manager,"Feb 19, 2009",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Mana Games,Mana Games,Sports
1143,Solitaire Beach Season,"Oct 10, 2016",$2.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Creobit,8Floor,Sports
1149,Sword Master VR,"Sep 23, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Master Indie,Master Indie,Sports
1151,Dog Sled Saga,"Sep 22, 2016",$7.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Trichotomy,Trichotomy,Sports
1163,Pure Chess Grandmaster Edition,"Sep 9, 2016",$15.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ripstone,Ripstone,Sports
1166,Safety First!,"Sep 8, 2016",$0.74,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),JCO,Headup Publishing,Sports
1167,MXGP2 - The Official Motocross Videogame Compact,"Sep 8, 2016",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Sports
1176,Death Stair,"Aug 16, 2016",$1.01,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Fun Sponge Games,Missing Link Games,Sports
1190,SWORDY,"Jul 21, 2016",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Frogshark,Frogshark,Sports
1210,Robot Arena III,"Jun 20, 2016",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Gabriel Interactive,Octopus Tree,Sports
1216,DUCATI - 90th Anniversary,"Jun 9, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Sports
1217,Crazy Pixel Streaker,"Mar 2, 2016",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Lubiterum,Plug In Digital,Sports
1229,Snooker Nation Championship,"Apr 27, 2016",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Cherry Pop Games,Cherry Pop Games,Sports
1230,BASEBALL STARS 2,"Apr 27, 2016",$7.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"SNK CORPORATION, Dotemu",SNK CORPORATION,Sports
1232,TableTop Soccer,"Apr 22, 2016",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Dancing Developers,Dancing Developers,Sports
1239,Cloudlands : VR Minigolf,"Apr 5, 2016",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Futuretown,Futuretown,Sports
1247,ABRACA - Imagic Games,"Mar 31, 2016",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ankama Studio,Ankama Games,Sports
1250,MadOut Open City,"Dec 18, 2015",$7.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MadOut Games,MadOut Games,Sports
1258,Perfect Universe - Play with Gravity,"Feb 26, 2016",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Will Sykes Games,Excalibur Publishing,Sports
1265,Sébastien Loeb Rally EVO,"Jan 29, 2016",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Sports
1271,Elysium: Blood Games,"Jan 5, 2016",$0.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),SimProse Studios,Conglomerate 5,Sports
1284,Club Manager 2016,"Nov 19, 2015",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),BigBlaze Games,2tainment GmbH,Sports
1297,Rugby League Live 3,"Sep 29, 2015",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Big Ant Studios,"Big Ant Studios (Steam), Tru Blu Games",Sports
1314,Shred! Remastered,"Jul 8, 2015",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ASBO Interactive,ASBO Interactive,Sports
1317,Fantastic Pinball Thrills,"Jun 26, 2015",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Fancy Bytes, Reactor",United Independent Entertainment,Sports
